alter,automarke,modell,preis,geschlecht
76,Jeep,Wrangler,58541,Weiblich
47,Volkswagen,ID.4,23979,Weiblich
63,Tesla,Model X,51877,Weiblich
71,Audi,Q8,106246,Weiblich
39,Peugeot,3008,11721,Männlich
29,Alfa Romeo,Giulietta,75331,Weiblich
44,Nissan,Qashqai,14409,Männlich
36,Toyota,C-HR,52553,Weiblich
65,Citroen,C5 Aircross,32285,Weiblich
37,Porsche,Macan,182326,Weiblich
28,Alfa Romeo,Giulietta,22218,Weiblich
40,Mitsubishi,Space Star,37871,Männlich
58,Mitsubishi,ASX,29367,Weiblich
49,Kia,Stonic,15689,Weiblich
75,Subaru,Impreza,15939,Männlich
28,Nissan,Micra,9871,Männlich
57,Mazda,Mazda3,14218,Männlich
29,Tesla,Model X,52442,Weiblich
64,Land Rover,Discovery,91267,Männlich
32,BMW Motorrad,F900R,7401,Männlich
28,Mitsubishi,L200,9280,Männlich
76,Volvo,XC40,44332,Männlich
53,Volkswagen,Arteon,15539,Männlich
22,Alfa Romeo,Giulia,46925,Männlich
75,Subaru,Forester,21959,Weiblich
64,Audi,A3,82713,Männlich
36,Alfa Romeo,MiTo,56646,Männlich
38,Opel,Astra,22165,Männlich
43,Alfa Romeo,Giulia,48081,Männlich
27,Porsche,Panamera,54238,Weiblich
72,Mercedes,GLE,128583,Männlich
21,Mazda,Mazda6,25327,Männlich
17,Peugeot,3008,6393,Weiblich
18,Mercedes,GLC,106316,Weiblich
22,Audi,Q7,89201,Weiblich
27,Nissan,X-Trail,27579,Männlich
75,Nissan,Juke,38878,Weiblich
47,Opel,Insignia,26951,Männlich
78,Hyundai,i10,37777,Weiblich
52,Peugeot,208,20211,Männlich
31,Volkswagen,Tiguan,65501,Weiblich
45,Honda,Accord,16341,Männlich
63,Opel,Astra,20889,Weiblich
56,Toyota,Corolla,51766,Weiblich
80,Subaru,Outback,33343,Männlich
36,Tesla,Model S,47351,Männlich
40,Kia,Stonic,40920,Weiblich
20,Porsche,Macan,149689,Männlich
76,Hyundai,Tucson,26067,Weiblich
52,Citroen,C4,32256,Männlich
62,Toyota,Camry,32600,Männlich
78,Volvo,XC40,63407,Weiblich
69,Audi,Q7,81549,Männlich
45,Ford,Kuga,33811,Männlich
16,Mitsubishi,ASX,28177,Weiblich
28,BMW,5er,62739,Männlich
30,Tesla,Model X,41429,Männlich
19,Volkswagen,Touran,49669,Männlich
78,Hyundai,Tucson,32162,Männlich
72,Citroen,C4,26887,Weiblich
66,Kia,Rio,24138,Männlich
54,Nissan,Micra,24478,Weiblich
31,Skoda,Octavia,10358,Weiblich
36,BMW,1er,62708,Männlich
52,Volkswagen,Sharan,20926,Weiblich
53,Honda,Accord,26507,Weiblich
28,Jeep,Wrangler,54686,Männlich
30,Alfa Romeo,MiTo,27488,Männlich
18,Honda,Accord,14787,Weiblich
48,Kia,Rio,38829,Weiblich
70,Citroen,C5,23262,Männlich
18,BMW,3er,97467,Weiblich
40,Mercedes,S-Klasse,92399,Männlich
31,Mercedes,V-Klasse,65161,Männlich
22,Jeep,Compass,44562,Weiblich
50,Audi,Q7,109038,Männlich
64,Mazda,Mazda6,36867,Männlich
17,Kia,Stonic,14571,Männlich
72,Mitsubishi,Outlander,34329,Weiblich
36,Volvo,XC60,60909,Männlich
23,BMW Motorrad,F900R,12692,Männlich
69,Jeep,Grand Cherokee,47570,Weiblich
55,Peugeot,308,28978,Männlich
19,BMW Motorrad,R1250GS,12114,Weiblich
35,BMW,X3,80071,Männlich
19,Peugeot,3008,19603,Weiblich
31,Skoda,Superb,37788,Weiblich
57,Volvo,XC90,62485,Männlich
71,Mazda,Mazda2,28466,Männlich
45,Mercedes,GLE,57164,Männlich
51,Tesla,Model Y,68350,Weiblich
46,Hyundai,i10,20911,Männlich
51,Kia,Sportage,27013,Weiblich
56,Toyota,Corolla,16120,Weiblich
51,Volkswagen,Passat,16538,Weiblich
67,Hyundai,i30,30709,Männlich
24,Nissan,Juke,31688,Männlich
38,Nissan,Juke,39754,Weiblich
29,Subaru,Outback,35533,Weiblich
62,Peugeot,5008,28388,Männlich
33,Nissan,Qashqai,32276,Männlich
25,Land Rover,Discovery,53872,Männlich
75,Jeep,Grand Cherokee,56791,Weiblich
54,Hyundai,Nexo,24951,Weiblich
21,Mazda,Mazda2,19395,Männlich
76,Opel,Mokka,21855,Männlich
36,Hyundai,Santa Fe,31735,Weiblich
54,Subaru,Forester,14455,Männlich
63,Ford,Mondeo,18776,Männlich
23,Honda,Jazz,12767,Männlich
42,Skoda,Scala,35624,Weiblich
52,Land Rover,Discovery,115243,Weiblich
43,Mitsubishi,L200,26078,Weiblich
60,Mitsubishi,Outlander,24413,Männlich
75,Renault,Clio,23027,Männlich
39,Jeep,Grand Cherokee,56408,Weiblich
67,Citroen,C5,20977,Weiblich
80,Volkswagen,Passat,35843,Weiblich
73,BMW,i4,113741,Weiblich
43,Mitsubishi,Outlander,12292,Weiblich
44,Volkswagen,Polo,29465,Weiblich
44,Ford,Focus,15953,Männlich
50,Jeep,Grand Cherokee,53782,Weiblich
52,Hyundai,Kona,43452,Männlich
65,Kia,Niro,8687,Weiblich
29,Mitsubishi,ASX,36622,Männlich
20,Opel,Zafira,13645,Männlich
56,Honda,CR-V,19974,Männlich
55,Skoda,Kamiq,28334,Männlich
32,Land Rover,Discovery,63473,Männlich
55,Tesla,Model 3,36151,Weiblich
33,Mitsubishi,ASX,37037,Männlich
31,Alfa Romeo,Stelvio,61573,Männlich
27,Subaru,Forester,14554,Männlich
37,Citroen,C5,25025,Weiblich
32,Mitsubishi,ASX,21615,Weiblich
70,Kia,Seltos,21300,Weiblich
23,Subaru,Outback,35048,Männlich
24,Alfa Romeo,Stelvio,71485,Männlich
18,Ford,Focus,37995,Weiblich
43,Opel,Zafira,16106,Männlich
57,Honda,Accord,17071,Männlich
35,Porsche,Macan,199574,Weiblich
35,Land Rover,Evoque,61169,Weiblich
22,Peugeot,308,11658,Männlich
62,BMW Motorrad,S1000RR,17713,Weiblich
65,Mercedes,B-Klasse,32067,Weiblich
28,Peugeot,308,15171,Weiblich
58,Nissan,Micra,49606,Männlich
43,Peugeot,508,20141,Weiblich
32,Mercedes,GLS,81831,Weiblich
67,Volvo,V90,27464,Weiblich
26,Kia,Ceed,33472,Männlich
48,Hyundai,Kona,25097,Weiblich
25,Nissan,Navara,20249,Männlich
32,Ford,Fiesta,37470,Männlich
78,Mazda,Mazda6,16036,Weiblich
31,Mazda,CX-5,24368,Weiblich
39,Tesla,Model Y,78989,Männlich
71,Subaru,Impreza,24815,Weiblich
34,Jeep,Wrangler,36685,Männlich
74,Mercedes,GLE,97686,Weiblich
21,BMW Motorrad,S1000RR,14565,Weiblich
51,Toyota,Yaris,47278,Weiblich
65,Jeep,Wrangler,69551,Weiblich
77,BMW Motorrad,S1000RR,15603,Weiblich
60,Mitsubishi,L200,14075,Männlich
57,Renault,Koleos,8570,Männlich
63,Hyundai,i10,43620,Männlich
73,Audi,A1,26479,Weiblich
16,Audi,A1,84754,Männlich
60,Volkswagen,Sharan,24729,Weiblich
35,Volkswagen,Touareg,31409,Weiblich
66,Mitsubishi,ASX,31497,Männlich
69,Opel,Mokka,17121,Männlich
35,Mazda,Mazda2,12049,Weiblich
50,Volkswagen,Tiguan,28165,Weiblich
38,Land Rover,Evoque,78609,Weiblich
65,Nissan,Qashqai,35688,Männlich
32,Nissan,Juke,16105,Männlich
20,Subaru,XV,27497,Weiblich
75,Peugeot,3008,8594,Männlich
61,Honda,Accord,19726,Männlich
72,Honda,CR-V,27590,Männlich
19,Honda,Jazz,26892,Weiblich
71,Mercedes,E-Klasse,115792,Weiblich
26,Audi,A7,65657,Männlich
23,Toyota,Yaris,44719,Männlich
45,Hyundai,Santa Fe,13471,Männlich
74,BMW,7er,95379,Weiblich
27,Mitsubishi,L200,35758,Männlich
56,Mitsubishi,Outlander,19743,Weiblich
31,Mercedes,S-Klasse,93898,Weiblich
24,Tesla,Model S,30813,Männlich
30,Subaru,Forester,42367,Männlich
56,Mazda,Mazda2,21440,Weiblich
15,Mazda,Mazda2,35999,Männlich
52,Jeep,Cherokee,32824,Männlich
31,Volvo,S60,24612,Männlich
20,Porsche,Macan,118571,Weiblich
70,Honda,HR-V,24442,Männlich
45,Toyota,C-HR,44689,Weiblich
45,Skoda,Superb,44142,Männlich
60,Skoda,Scala,23419,Weiblich
27,Subaru,Outback,20410,Weiblich
66,Porsche,Panamera,104746,Männlich
33,Mitsubishi,L200,29480,Männlich
75,BMW Motorrad,R1200GS,15472,Weiblich
59,Hyundai,Santa Fe,18756,Männlich
66,Kia,Niro,42886,Weiblich
15,Land Rover,Discovery,58106,Männlich
28,Subaru,Forester,18211,Weiblich
57,Mitsubishi,ASX,37394,Männlich
40,Nissan,Micra,18665,Weiblich
73,Ford,Edge,19616,Weiblich
17,BMW Motorrad,R1250GS,24495,Weiblich
40,BMW Motorrad,R1200GS,20336,Männlich
24,Land Rover,Evoque,117907,Weiblich
28,Mercedes,E-Klasse,132961,Männlich
39,Peugeot,3008,19304,Weiblich
43,Ford,Fiesta,31048,Weiblich
75,Mercedes,V-Klasse,40144,Weiblich
33,Citroen,C5,13384,Männlich
66,Renault,Megane,24569,Männlich
41,Land Rover,Defender,60663,Weiblich
74,Jeep,Cherokee,30847,Männlich
65,Hyundai,Tucson,32731,Männlich
53,Volvo,XC60,76911,Weiblich
63,Mazda,Mazda6,16786,Männlich
61,Honda,Civic,21929,Weiblich
18,Toyota,Yaris,32341,Weiblich
24,Toyota,RAV4,49781,Weiblich
43,Volkswagen,Tiguan,12526,Männlich
29,Skoda,Kamiq,32178,Männlich
20,Citroen,C4,19808,Männlich
26,Citroen,C3,32232,Männlich
27,Mazda,Mazda3,39809,Weiblich
76,Audi,Q8,51332,Weiblich
38,Mercedes,GLE,129840,Männlich
35,Audi,Q7,39103,Männlich
28,Skoda,Fabia,20054,Männlich
48,Skoda,Scala,38087,Weiblich
17,Opel,Mokka,23477,Männlich
61,Opel,Grandland,19714,Männlich
54,Honda,Civic,10478,Weiblich
39,Volvo,XC90,74290,Männlich
43,Porsche,Macan,114223,Männlich
40,Ford,Mondeo,27307,Weiblich
44,Hyundai,Santa Fe,40837,Weiblich
21,Renault,Clio,20065,Männlich
66,Volkswagen,Touran,22862,Weiblich
38,Opel,Zafira,17616,Weiblich
41,Jeep,Cherokee,35350,Männlich
33,BMW Motorrad,F900R,21602,Weiblich
73,Opel,Mokka,15525,Männlich
55,Renault,Captur,17221,Männlich
65,Audi,A4,45633,Männlich
20,BMW Motorrad,R1250GS,19332,Männlich
64,Nissan,Micra,16798,Männlich
75,Honda,Jazz,27221,Männlich
17,Toyota,C-HR,27588,Weiblich
77,Ford,Kuga,38280,Männlich
44,Kia,Niro,27656,Männlich
69,Citroen,C3,32412,Weiblich
74,Ford,Mondeo,21996,Männlich
35,Land Rover,Defender,71094,Weiblich
61,Renault,Talisman,13577,Männlich
77,Citroen,C3 Aircross,28390,Weiblich
56,Honda,CR-V,34619,Männlich
23,Skoda,Superb,43869,Männlich
77,Nissan,Juke,23074,Männlich
72,Jeep,Cherokee,28926,Männlich
61,Volvo,V90,52794,Männlich
48,Honda,HR-V,17009,Weiblich
18,Ford,Fiesta,15601,Weiblich
79,BMW Motorrad,F900R,23041,Männlich
51,BMW,i4,81577,Weiblich
67,Jeep,Grand Cherokee,21324,Weiblich
29,Hyundai,i10,11026,Weiblich
35,Jeep,Cherokee,41028,Weiblich
69,Audi,A7,95857,Männlich
43,Alfa Romeo,MiTo,26139,Männlich
58,Honda,HR-V,9266,Weiblich
33,Alfa Romeo,Giulia,38555,Weiblich
62,Toyota,C-HR,45616,Männlich
43,Mazda,Mazda6,18255,Männlich
61,Citroen,C4,18651,Weiblich
15,Nissan,Micra,43019,Männlich
21,Skoda,Scala,24060,Männlich
27,Nissan,Qashqai,33137,Männlich
22,Volkswagen,Tiguan,35709,Weiblich
74,Porsche,Cayenne,128006,Weiblich
53,Jeep,Compass,19025,Weiblich
50,Tesla,Model S,57642,Männlich
31,Toyota,RAV4,40145,Weiblich
30,Citroen,C5,14127,Männlich
77,Citroen,C3 Aircross,17527,Weiblich
45,Ford,Mustang,12153,Männlich
48,Kia,Seltos,12322,Weiblich
57,Peugeot,508,11958,Weiblich
48,Audi,R8,80086,Weiblich
70,Mitsubishi,Outlander,39799,Weiblich
39,Mercedes,A-Klasse,138088,Männlich
45,Mercedes,B-Klasse,43756,Weiblich
29,Kia,Sportage,29888,Weiblich
70,Renault,Koleos,12611,Weiblich
43,Opel,Grandland,20365,Weiblich
17,Jeep,Compass,26742,Männlich
42,Porsche,Taycan,193897,Weiblich
74,Peugeot,308,15191,Weiblich
17,Volvo,S60,18791,Männlich
20,Mercedes,E-Klasse,38858,Männlich
34,Mitsubishi,Outlander,21466,Männlich
33,Subaru,Impreza,23260,Weiblich
48,Skoda,Kamiq,37209,Männlich
70,BMW,X5,94556,Männlich
62,Peugeot,308,7540,Weiblich
19,Ford,Mustang,21205,Männlich
40,Mercedes,AMG GT,129390,Weiblich
66,Tesla,Model Y,30006,Weiblich
36,Mazda,Mazda2,14258,Weiblich
41,Tesla,Model S,32001,Männlich
37,Jeep,Compass,21191,Männlich
52,Alfa Romeo,Giulietta,33778,Weiblich
26,Alfa Romeo,Giulia,55137,Weiblich
15,Citroen,C4,20399,Männlich
52,Land Rover,Discovery,73996,Männlich
15,Jeep,Cherokee,37742,Weiblich
51,Citroen,C5,29573,Weiblich
39,Toyota,Corolla,44775,Männlich
33,Mitsubishi,L200,22952,Männlich
26,Jeep,Grand Cherokee,48345,Männlich
40,Alfa Romeo,MiTo,34853,Weiblich
61,Ford,Mondeo,15661,Weiblich
43,Opel,Zafira,14313,Männlich
55,Mercedes,C-Klasse,95042,Weiblich
36,Opel,Grandland,29392,Männlich
59,Honda,HR-V,12929,Weiblich
20,Volkswagen,Touareg,21356,Männlich
79,Peugeot,Partner,16642,Weiblich
71,BMW,X6,119044,Männlich
35,Alfa Romeo,Stelvio,79172,Weiblich
34,Hyundai,i20,11037,Weiblich
63,Kia,Rio,38682,Weiblich
41,Honda,CR-V,27476,Männlich
68,Jeep,Grand Cherokee,43659,Weiblich
68,Hyundai,i10,26310,Weiblich
71,Volvo,V90,33213,Weiblich
17,Kia,Rio,25937,Weiblich
47,Skoda,Fabia,15916,Männlich
33,BMW,i3,66994,Männlich
75,Ford,Kuga,11749,Weiblich
75,Renault,Koleos,13364,Weiblich
61,Mercedes,V-Klasse,134435,Männlich
26,Volvo,V90,58383,Männlich
59,Peugeot,508,18847,Männlich
80,Mazda,CX-5,33861,Weiblich
23,Volvo,XC60,31801,Weiblich
30,Mazda,Mazda3,32764,Männlich
71,Hyundai,Santa Fe,32764,Männlich
34,Opel,Insignia,17877,Weiblich
59,Honda,Jazz,29194,Weiblich
23,Toyota,Corolla,23908,Weiblich
21,Land Rover,Evoque,104236,Männlich
80,Mazda,CX-5,37091,Weiblich
20,Hyundai,Santa Fe,13599,Weiblich
20,Land Rover,Defender,31384,Männlich
53,Peugeot,308,10972,Männlich
66,Audi,Q3,92856,Männlich
68,BMW,5er,101897,Männlich
75,Audi,Q5,96464,Weiblich
36,Opel,Mokka,24378,Weiblich
54,Nissan,Navara,48266,Weiblich
40,Jeep,Wrangler,47885,Weiblich
78,Honda,CR-V,27209,Männlich
70,Peugeot,508,7029,Männlich
36,Mitsubishi,L200,32133,Männlich
41,Hyundai,Nexo,24901,Männlich
26,Tesla,Model 3,53430,Männlich
66,Hyundai,i10,25149,Männlich
15,Skoda,Kodiaq,15798,Weiblich
33,Tesla,Model 3,52003,Weiblich
34,Skoda,Scala,32586,Weiblich
57,Honda,HR-V,27048,Weiblich
79,BMW,5er,23673,Weiblich
79,Kia,Seltos,35982,Weiblich
43,Land Rover,Range Rover,70368,Männlich
20,Opel,Zafira,18119,Weiblich
20,Audi,Q3,95949,Weiblich
61,Subaru,Outback,27284,Männlich
59,Citroen,C5,14670,Männlich
76,Hyundai,i20,28487,Männlich
65,Skoda,Kodiaq,12235,Männlich
60,Subaru,Forester,42941,Männlich
74,Land Rover,Range Rover,68530,Weiblich
73,Alfa Romeo,Stelvio,47957,Weiblich
42,Tesla,Model X,45766,Weiblich
17,Nissan,Micra,44628,Männlich
35,Citroen,C3,21521,Weiblich
34,Skoda,Kamiq,33193,Männlich
21,BMW,i3,39420,Männlich
15,BMW,X1,70026,Weiblich
62,Porsche,Taycan,100229,Weiblich
33,Peugeot,3008,8932,Männlich
58,Opel,Mokka,21107,Männlich
41,Mazda,Mazda2,31242,Männlich
32,Peugeot,508,12885,Weiblich
37,Land Rover,Defender,77211,Männlich
49,Mazda,CX-5,22838,Weiblich
50,Peugeot,5008,17286,Weiblich
48,Tesla,Model S,51456,Männlich
70,BMW Motorrad,S1000RR,9764,Männlich
66,Kia,Seltos,41383,Weiblich
30,Peugeot,5008,11607,Männlich
52,Kia,Sportage,10575,Männlich
78,Subaru,XV,23925,Männlich
44,BMW,i3,37882,Männlich
77,Opel,Mokka,12166,Weiblich
24,Land Rover,Discovery,85504,Weiblich
42,Volvo,S60,61377,Weiblich
20,Honda,Accord,30687,Weiblich
59,BMW Motorrad,R1200GS,23292,Weiblich
67,Audi,R8,41125,Weiblich
57,Hyundai,Santa Fe,23225,Männlich
60,BMW,i4,105380,Weiblich
58,Skoda,Scala,14257,Männlich
70,Volkswagen,Polo,48080,Männlich
30,Toyota,Land Cruiser,21056,Weiblich
45,Alfa Romeo,Giulietta,49769,Weiblich
75,Tesla,Model S,65424,Männlich
22,Mitsubishi,ASX,25638,Weiblich
38,Toyota,C-HR,52301,Weiblich
53,Kia,Stonic,29611,Männlich
46,Kia,Seltos,17970,Männlich
68,Subaru,Forester,16547,Männlich
46,Kia,Ceed,44935,Männlich
53,Renault,Megane,13786,Weiblich
25,Peugeot,208,20737,Männlich
73,Subaru,Impreza,38892,Männlich
55,Honda,Civic,34593,Weiblich
17,Audi,Q3,24605,Männlich
39,Honda,Civic,34009,Männlich
68,Mercedes,AMG GT,24877,Männlich
78,BMW,X3,79691,Weiblich
55,Alfa Romeo,Giulietta,18349,Männlich
42,Mazda,CX-5,23911,Weiblich
26,Mercedes,C-Klasse,32186,Männlich
33,Land Rover,Defender,25678,Männlich
38,Mitsubishi,Space Star,29206,Männlich
60,Porsche,911,56503,Weiblich
20,Mitsubishi,Outlander,30282,Weiblich
49,Peugeot,3008,19089,Männlich
76,Skoda,Kamiq,32292,Männlich
64,Volkswagen,Touran,26394,Männlich
44,Mazda,Mazda6,19250,Männlich
16,Ford,Edge,34874,Männlich
78,Nissan,Leaf,19022,Weiblich
21,Subaru,Outback,14076,Männlich
60,Skoda,Fabia,31385,Männlich
18,Peugeot,3008,14407,Weiblich
35,Hyundai,Nexo,34187,Männlich
63,Alfa Romeo,Giulietta,73220,Männlich
37,BMW,1er,49252,Männlich
69,BMW,3er,64067,Männlich
74,Jeep,Grand Cherokee,29021,Männlich
17,Opel,Zafira,11555,Weiblich
48,Toyota,C-HR,36945,Weiblich
65,Hyundai,Santa Fe,16697,Männlich
66,Honda,Accord,20936,Männlich
16,Ford,Edge,16984,Weiblich
47,Toyota,RAV4,14024,Weiblich
56,Toyota,RAV4,44723,Weiblich
46,Porsche,Cayenne,199634,Weiblich
19,Peugeot,208,14932,Weiblich
57,Citroen,C4,27279,Männlich
71,Porsche,911,135729,Weiblich
22,Subaru,Impreza,17986,Weiblich
53,Tesla,Model X,61345,Weiblich
35,Toyota,Corolla,25481,Weiblich
59,Land Rover,Evoque,65317,Weiblich
60,BMW,X1,75872,Männlich
75,Volvo,V90,35712,Männlich
74,Citroen,C4,32180,Männlich
25,BMW,2er,72343,Männlich
23,Mitsubishi,ASX,19811,Männlich
68,Nissan,X-Trail,19860,Weiblich
75,Hyundai,i20,20085,Männlich
32,Mitsubishi,Space Star,14608,Männlich
47,Renault,Kadjar,18368,Weiblich
76,Land Rover,Range Rover,110688,Weiblich
54,Subaru,Forester,22612,Männlich
64,Peugeot,Partner,9822,Weiblich
50,Tesla,Model 3,46183,Weiblich
23,Volvo,XC90,46585,Weiblich
25,Hyundai,i20,26953,Weiblich
22,Tesla,Model Y,32415,Weiblich
29,Jeep,Grand Cherokee,19457,Weiblich
58,Volkswagen,ID.4,47725,Männlich
63,Nissan,X-Trail,32995,Weiblich
25,Mercedes,GLS,136578,Weiblich
63,Toyota,Yaris,53125,Männlich
68,Nissan,Qashqai,15316,Männlich
41,Porsche,Taycan,79959,Männlich
44,Opel,Corsa,29886,Männlich
64,Subaru,Impreza,38614,Weiblich
40,Peugeot,208,22119,Weiblich
60,Renault,Captur,28292,Weiblich
49,Volvo,XC90,71100,Weiblich
77,Skoda,Scala,26146,Männlich
19,BMW Motorrad,R1250GS,22817,Weiblich
22,Skoda,Kamiq,18631,Männlich
18,BMW,5er,67941,Männlich
61,Toyota,Land Cruiser,20564,Weiblich
42,Porsche,911,160391,Männlich
60,Alfa Romeo,Stelvio,30704,Weiblich
35,Jeep,Cherokee,55283,Weiblich
29,Porsche,Taycan,150240,Männlich
38,Subaru,Outback,31219,Männlich
44,BMW,i4,115574,Weiblich
30,Volvo,XC40,49911,Weiblich
39,Porsche,Panamera,198561,Männlich
63,Hyundai,Nexo,17344,Männlich
15,Mitsubishi,L200,24675,Männlich
71,Hyundai,Kona,19943,Männlich
36,Alfa Romeo,Giulietta,59545,Weiblich
21,Toyota,RAV4,10389,Männlich
60,Jeep,Cherokee,66131,Männlich
72,Volkswagen,Touareg,32825,Männlich
61,Kia,Niro,26023,Männlich
67,Renault,Talisman,27530,Weiblich
79,Alfa Romeo,Stelvio,50314,Weiblich
72,Land Rover,Discovery,113521,Männlich
77,Alfa Romeo,MiTo,63278,Weiblich
76,Mitsubishi,Space Star,13222,Weiblich
27,Jeep,Wrangler,20773,Männlich
20,Tesla,Model 3,47118,Weiblich
38,Nissan,X-Trail,9384,Weiblich
44,Volvo,V90,28665,Weiblich
72,Volvo,XC90,66565,Weiblich
64,Citroen,C3 Aircross,10985,Weiblich
42,Porsche,Panamera,66725,Männlich
62,Renault,Kadjar,23677,Männlich
80,Porsche,Taycan,159549,Weiblich
18,Peugeot,3008,27218,Weiblich
28,Volkswagen,Sharan,55174,Männlich
26,Citroen,C5 Aircross,7290,Weiblich
38,Volkswagen,Sharan,52556,Weiblich
26,BMW Motorrad,F900R,18978,Weiblich
76,Opel,Mokka,21143,Männlich
72,Audi,Q8,34694,Männlich
54,Peugeot,3008,16182,Weiblich
74,Mitsubishi,ASX,15777,Weiblich
15,Honda,Jazz,18112,Weiblich
28,Volkswagen,Golf,54110,Männlich
58,Peugeot,3008,8476,Männlich
42,BMW,4er,58580,Weiblich
73,Mercedes,GLS,85097,Weiblich
37,Renault,Captur,28147,Männlich
40,Audi,A8,32238,Männlich
22,BMW,2er,27181,Männlich
72,Audi,Q7,77591,Männlich
35,BMW,3er,64524,Weiblich
47,Alfa Romeo,Stelvio,34306,Weiblich
54,Citroen,C4,27705,Weiblich
38,Peugeot,208,23200,Weiblich
57,Porsche,Cayenne,196590,Weiblich
79,Jeep,Wrangler,17473,Weiblich
29,Tesla,Model X,31911,Männlich
31,Land Rover,Range Rover,53361,Weiblich
22,Jeep,Wrangler,64020,Weiblich
54,Subaru,XV,12013,Männlich
15,Jeep,Cherokee,61930,Weiblich
68,BMW,Z4,52825,Weiblich
55,Porsche,Taycan,85561,Männlich
41,Nissan,Juke,30888,Weiblich
62,BMW Motorrad,F900R,11906,Männlich
31,Hyundai,i20,12260,Männlich
24,Citroen,C3 Aircross,16274,Männlich
56,Renault,Clio,21452,Männlich
32,BMW Motorrad,S1000RR,6640,Weiblich
80,Hyundai,Nexo,26161,Männlich
27,Tesla,Model S,35887,Weiblich
56,Land Rover,Range Rover,49164,Männlich
64,Jeep,Grand Cherokee,42313,Männlich
25,Mitsubishi,Space Star,36505,Männlich
63,Nissan,Navara,11981,Weiblich
46,Skoda,Fabia,23113,Männlich
35,Hyundai,Santa Fe,40898,Männlich
56,Volvo,V90,45345,Männlich
57,Kia,Rio,40288,Weiblich
77,Mazda,CX-5,35859,Männlich
68,Mazda,CX-5,20563,Weiblich
69,Mazda,CX-5,36019,Weiblich
33,Toyota,Land Cruiser,16142,Weiblich
69,Skoda,Fabia,13638,Männlich
78,Citroen,C5,5950,Männlich
48,Volkswagen,Touran,64304,Weiblich
69,Land Rover,Defender,100547,Männlich
63,Mitsubishi,Space Star,12289,Weiblich
35,Opel,Zafira,18180,Männlich
31,Alfa Romeo,Stelvio,56540,Weiblich
24,Toyota,RAV4,31189,Weiblich
55,Honda,Accord,8854,Männlich
70,Volvo,V90,71913,Weiblich
64,Mercedes,C-Klasse,146586,Weiblich
19,Nissan,Juke,45496,Weiblich
48,Mitsubishi,Space Star,40000,Weiblich
17,Ford,Focus,12000,Weiblich
75,Renault,Koleos,5959,Weiblich
74,Volvo,XC90,37658,Männlich
53,Ford,Kuga,15511,Weiblich
43,Alfa Romeo,Giulia,72343,Männlich
50,Jeep,Grand Cherokee,22280,Männlich
75,Opel,Zafira,20844,Weiblich
43,Ford,Mustang,36442,Weiblich
20,Skoda,Fabia,40976,Männlich
55,Toyota,RAV4,37439,Weiblich
41,Opel,Zafira,10713,Weiblich
46,BMW,5er,78149,Männlich
20,Ford,Mustang,11909,Weiblich
21,Mazda,Mazda3,33735,Weiblich
78,Subaru,Outback,21659,Männlich
73,Honda,CR-V,34786,Männlich
29,Honda,CR-V,30205,Männlich
71,Citroen,C4,22256,Männlich
38,Toyota,Land Cruiser,35617,Männlich
63,BMW,X5,58972,Weiblich
78,Volvo,XC60,17128,Männlich
34,Toyota,Corolla,23067,Weiblich
30,Citroen,C4,9480,Weiblich
74,Ford,Kuga,39159,Männlich
62,Alfa Romeo,Giulietta,54312,Männlich
58,Honda,CR-V,10089,Männlich
67,Opel,Astra,19321,Männlich
15,Peugeot,308,14899,Männlich
56,Opel,Zafira,18072,Weiblich
56,Nissan,Qashqai,22796,Männlich
62,Mazda,Mazda6,14683,Weiblich
17,Audi,R8,51874,Männlich
41,Renault,Kadjar,19224,Weiblich
15,Nissan,X-Trail,26024,Männlich
27,Honda,Civic,22584,Weiblich
35,Audi,A7,90172,Männlich
33,BMW,i4,36071,Männlich
58,Alfa Romeo,Giulia,34008,Männlich
47,Mazda,Mazda2,14918,Weiblich
77,Alfa Romeo,Giulietta,22363,Männlich
30,Toyota,RAV4,52528,Weiblich
66,Land Rover,Range Rover,33581,Männlich
61,Citroen,C4,6660,Männlich
62,Alfa Romeo,Giulietta,41046,Weiblich
39,Tesla,Model X,72849,Weiblich
45,Audi,A8,59560,Männlich
73,Skoda,Scala,26281,Männlich
70,Skoda,Scala,27751,Weiblich
51,Hyundai,i20,23302,Weiblich
25,Skoda,Kamiq,28422,Weiblich
75,Peugeot,508,13511,Männlich
57,Volvo,XC40,28193,Männlich
59,BMW,X1,32915,Männlich
64,Land Rover,Range Rover,68555,Männlich
49,Land Rover,Evoque,87835,Weiblich
31,Jeep,Compass,67783,Weiblich
57,Nissan,Micra,45485,Männlich
57,Skoda,Scala,26728,Männlich
70,Kia,Stonic,13373,Weiblich
29,Opel,Insignia,19095,Männlich
65,Audi,TT,25376,Männlich
80,Porsche,911,141491,Weiblich
36,Subaru,Forester,43497,Weiblich
23,Mercedes,E-Klasse,47204,Weiblich
69,Mitsubishi,L200,12254,Männlich
50,Opel,Zafira,27192,Weiblich
75,Porsche,911,198805,Männlich
43,Kia,Stonic,17836,Männlich
21,Audi,Q3,102120,Männlich
64,BMW Motorrad,F900R,23913,Weiblich
74,Volkswagen,Golf,44232,Männlich
18,BMW,5er,24679,Weiblich
56,BMW Motorrad,R1250GS,12416,Weiblich
